ClipNumber,Speaker,Recipient,RecipientType,element_id,sentence_id,ColumnID,Text,Segment,WC,Clout
4,ShiiAnn,Jenna,A Group,296,1,Dialogue,"I know I'm not safe, that's for sure.",1,8,1
4,Probst,Jenna,,297,1,Dialogue,Have a seat next to Amber.,1,6,40.06
4,Probst,Tom,,298,1,Dialogue,"Big Tom, you're struggling.",1,4,99
4,ShiiAnn,Tom,,299,1,Dialogue,"Oh, Big Tom!",1,3,40.06
4,Probst,Tribe,,300,1,Dialogue,"Big Tom, third person to hit the dust.",1,8,94.84
4,ShiiAnn,Rupert,One Person,301,1,Dialogue,"Okay, Rupert you got to hold out before Rob.",1,9,99
4,ShiiAnn,Rupert,One Person,301,2,Dialogue,We can't let Rob keep winning those immunities,1,8,40.06
4,Probst,Tribe,,302,1,Dialogue,Big Tom's out of the challenge.,1,6,40.06
4,Rupert,ShiiAnn,A Group,303,1,Dialogue,Damn straight.,1,2,1
4,Probst,Tom,,304,1,Dialogue,"Have a seat next to the ladies, Big Tom.",1,9,92.24
4,Probst,Tom,,304,2,Dialogue,You're out of the challenge.,1,5,99
4,Jenna,Tribe,A Group,305,1,Dialogue,"I see ShiiAnn's arm moving a bit, so you guys are good.",1,12,98.75
4,Probst,Jenna,,306,1,Dialogue,"So Jenna, I take it from that comment there's just no secrets in this tribe right now.",1,17,12.77
4,Jenna,Probst,,307,1,Dialogue,No.,1,1,1
4,Jenna,Probst,,307,2,Dialogue,"No, there isn't.",1,3,1
4,ShiiAnn,Tribe,A Group,308,1,Dialogue,"Oh, there are secrets to this tribe.",1,7,97.11
4,ShiiAnn,Tribe,A Group,308,2,Dialogue,"No secret on who they want out tonight, but there's secrets to this tribe.",1,14,79.51
4,Probst,Tribe,,309,1,Dialogue,Alicia fighting through a little pain.,1,6,40.06
4,Rupert,Alicia,One Person,310,1,Dialogue,Be strong Alicia.,1,3,40.06
4,Probst,Tribe,,311,1,Dialogue,First sign of weakness we've seen from Alicia on this.,1,10,99
4,Probst,Tribe,,311,2,Dialogue,"Fight, guys.",1,2,99
4,Probst,Tribe,,311,3,Dialogue,It's all about this right here.,1,6,40.06
4,Probst,Tribe,,311,4,Dialogue,That sound around your neck.,1,5,99
4,Probst,Tribe,,311,5,Dialogue,It means you're in this game a little longer.,1,9,99
4,Probst,Tribe,,311,6,Dialogue,It means you've got a one-in-six shot at a million bucks.,1,11,99
4,Probst,Tribe,,311,7,Dialogue,Somebody gonna leave here with this.,1,6,98.75
4,Probst,Tribe,,311,8,Dialogue,The person who wants it the most.,1,7,99
4,Probst,Tribe,,311,9,Dialogue,"Fight it, guys, fight it.",1,5,99
4,Probst,Tribe,,311,10,Dialogue,Oh!,1,1,40.06
4,Probst,Tribe,,311,11,Dialogue,Whew!,1,1,40.06
4,Probst,Tribe,,311,12,Dialogue,I got a little of that too!,1,7,1
4,Alicia,Probst,One Person,312,1,Dialogue,All right I'm glad.,1,4,1
4,Alicia,Probst,One Person,312,2,Dialogue,"At least if I went down, I took you with me.",1,11,1
4,Probst,Alicia,,313,1,Dialogue,I couldn't be happier.,1,4,1
4,ShiiAnn,Rupert,One Person,314,1,Dialogue,"Keep your arm up, Rupert.",1,5,99
4,ShiiAnn,Rupert,One Person,314,2,Dialogue,Keep your arm up.,1,4,99
4,Rupert,ShiiAnn,A Group,315,1,Dialogue,I'm damn straight trying.,1,4,1
4,Probst,Tribe,,316,1,Dialogue,And then there were three.,1,5,40.06
4,Probst,Tribe,,316,2,Dialogue,All three looking really strong.,1,5,40.06
4,Probst,Tribe,,316,3,Dialogue,"A little bit of rain starting to come down, cool you off a little.",1,14,97.11
4,Probst,Tribe,,316,4,Dialogue,Wouldn't be a day on Survivor All-Stars if we didn't get a little rain.,1,14,1
4,Probst,Tribe,,316,5,Dialogue,Immunity is most definitely up for grabs.,1,7,40.06
4,Probst,Tribe,,316,6,Dialogue,Three people left.,1,3,99
4,Probst,Tribe,,316,7,Dialogue,Anybody could get it.,1,4,99
4,Probst,ShiiAnn,,317,1,Dialogue,"ShiiAnn, I have to say, one hour in, you have not moved.",1,12,6.61
4,Probst,ShiiAnn,,317,2,Dialogue,"Your body has not moved, your arm has not dipped.",1,10,40.06
4,ShiiAnn,Tribe,A Group,318,1,Dialogue,I'm not moving.,1,3,1
4,Probst,ShiiAnn,,319,1,Dialogue,I don't think you've taken your hand off your hip.,1,10,99
4,ShiiAnn,Probst,,320,1,Dialogue,Nope.,1,1,1
4,ShiiAnn,Probst,,320,2,Dialogue,"It's numb, but I need this immunity, like I said, Jeff, desperately.",1,12,1
4,Rupert,ShiiAnn,One Person,321,1,Dialogue,ShiiAnn you are tough.,1,4,99
4,ShiiAnn,Rupert,One Person,322,1,Dialogue,"Dude, I'm going to win.",1,5,40.06
5,Probst,Tribe,,323,1,Dialogue,Boston Rob's out of the competition.,1,6,40.06
5,Probst,Tribe,,323,2,Dialogue,Next door neighbors Rupert and ShiiAnn still fighting for immunity.,1,10,89.5
5,Probst,Tribe,,323,3,Dialogue,"Since it's just down to you two, a little reminder: Somebody's gonna leave here with this around their neck.",1,19,99
5,Probst,Tribe,,323,4,Dialogue,That means they are safe tonight at the vote.,1,9,92.24
5,Probst,Tribe,,323,5,Dialogue,The other person will not have that same security.,1,9,1
5,Rob,Rupert,One Person,324,1,Dialogue,"Rupert, stay up there.",1,4,40.06
5,Jenna,Rupert,One Person,325,1,Dialogue,"You got this, Rupert.",1,4,99
5,Probst,Tribe,,326,1,Dialogue,You guys have lasted two hours.,1,6,99
5,Probst,Tribe,,326,2,Dialogue,"Two long, painful hours.",1,4,40.06
5,Probst,Rupert,,327,1,Dialogue,"How much more you got left in you, Rupert?",1,9,99
5,Rupert,Probst,A Group,328,1,Dialogue,Two hours...,1,2,40.06
5,Rupert,Probst,A Group,328,2,Dialogue,four hours...,1,2,40.06
5,Rupert,Probst,A Group,328,3,Dialogue,I don't know.,1,3,1
5,Rupert,Probst,A Group,328,4,Dialogue,Whatever it takes.,1,3,40.06
5,Probst,ShiiAnn,,329,1,Dialogue,"ShiiAnn, any sign of quitting in you?",1,7,99
5,ShiiAnn,Probst,A Group,330,1,Dialogue,Nope.,1,1,1
5,Jenna,Rupert,One Person,331,1,Dialogue,"Careful, Rupert you're moving it a lot.",1,7,99
5,Jenna,Rupert,One Person,331,2,Dialogue,You're moving the chain.,1,4,99
5,ShiiAnn,Tribe,A Group,332,1,Dialogue,Yes!,1,1,40.06
5,ShiiAnn,Tribe,A Group,332,2,Dialogue,Yes!,1,1,40.06
5,ShiiAnn,Tribe,A Group,332,3,Dialogue,Yes!,1,1,40.06
5,Probst,Tribe,,333,1,Dialogue,Rupert's out of the competition.,1,5,40.06
5,Probst,Tribe,,333,2,Dialogue,ShiiAnn wins immunity.,1,3,40.06
5,ShiiAnn,Tribe,A Group,334,1,Dialogue,Whoo!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,2,Dialogue,Whoo!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,3,Dialogue,Yeah!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,4,Dialogue,Take that!,1,2,40.06
5,Alicia,ShiiAnn,One Person,335,1,Dialogue,"Don't forget, you got to go home with us, ShiiAnn.",1,10,99
5,Alicia,ShiiAnn,One Person,335,2,Dialogue,"Be very careful, sweetheart.",1,4,99
5,ShiiAnn,Tribe,A Group,336,1,Dialogue,"Hey, you know what?",1,4,99
5,ShiiAnn,Tribe,A Group,336,2,Dialogue,"I love you guys, but I need this more than all of you guys.",1,14,97.11
5,Alicia,ShiiAnn,One Person,337,1,Dialogue,"Yeah, don't get too cocky though.",1,6,1
5,Alicia,ShiiAnn,One Person,337,2,Dialogue,You got to live with us.,1,6,99
5,ShiiAnn,Tribe,A Group,338,1,Dialogue,I needed it more than all of you guys.,1,9,92.24
5,Probst,ShiiAnn,,339,1,Dialogue,"All right, ShiiAnn, turn around.",1,5,40.06
5,Probst,ShiiAnn,,339,2,Dialogue,Looks like you're about ready to cry.,1,7,99
5,Probst,ShiiAnn,,339,3,Dialogue,You doing all right?,1,4,99
5,ShiiAnn,Tribe,A Group,340,1,Dialogue,I'm doing great they're tears of joy.,1,7,40.06
5,ShiiAnn,Tribe,A Group,340,2,Dialogue,I knew I was going home tonight and now...,1,9,1
5,Probst,ShiiAnn,,341,1,Dialogue,It most definitely will not be you.,1,7,40.06
5,Probst,ShiiAnn,,341,2,Dialogue,Great effort.,1,2,40.06
5,Probst,ShiiAnn,,341,3,Dialogue,You are safe tonight at Tribal Council.,1,7,99
5,ShiiAnn,Probst,,342,1,Dialogue,Thank you.,1,2,99
5,Probst,ShiiAnn,,343,1,Dialogue,Guaranteed a one-in-six shot of winning this thing and the million bucks.,1,12,40.06
5,Probst,Tribe,,344,1,Dialogue,"For the rest of you, I can't say the same thing.",1,11,1
5,Probst,Tribe,,344,2,Dialogue,Somebody is going home tonight.,1,5,99
5,Probst,Tribe,,344,3,Dialogue,Tribal Council.,1,2,40.06
5,Probst,Tribe,,344,4,Dialogue,I'll see you there.,1,4,99
5,Probst,Tribe,,344,5,Dialogue,Go back to camp.,1,4,40.06
5,ShiiAnn,Tribe,A Group,345,1,Dialogue,I didn't mean to get so excited I wasn't trying to gloat.,1,12,1
5,ShiiAnn,Tribe,A Group,345,2,Dialogue,I was just...,1,3,1
5,ShiiAnn,Tribe,A Group,345,3,Dialogue,Really wanted to win.,1,4,40.06
5,Jenna,ShiiAnn,One Person,346,1,Dialogue,Everybody gets excited when they win immunity or reward.,1,9,92.24
5,ShiiAnn,Tribe,A Group,347,1,Dialogue,"Just today, I really needed it, so I got a little excited.",1,12,1
5,Jenna,ShiiAnn,One Person,348,1,Dialogue,That's all right,1,3,40.06
5,Alicia,Camera,,349,1,Dialogue,The thing that bothered me about ShiiAnn's victory is that she tried to throw it in our face the moment she won.,1,22,96.39
5,Alicia,Camera,,349,2,Dialogue,"And the first thing she does is let out this victory cry, and she's, like, ""Yeah!",1,16,94.84
5,Alicia,Camera,,349,3,Dialogue,Ha!,1,1,40.06
5,Alicia,Camera,,349,4,Dialogue,"I did it!""",1,3,1
5,Alicia,Camera,,349,5,Dialogue,You know?,1,2,99
5,Alicia,Camera,,349,6,Dialogue,"She's pointing at all of us, and I just looked at her and said, ""I wouldn't be that cocky - you still have to live with us.""",1,26,99
5,Alicia,Tribe,A Group,350,1,Dialogue,Let her enjoy her moment.,1,5,99
5,Rob,Tribe,A Group,351,1,Dialogue,"Yeah, it's not gonna last.",1,5,1
5,Alicia,Tribe,A Group,352,1,Dialogue,It's her moment.,1,3,99
5,ShiiAnn,Camera,,353,1,Dialogue,I'm feeling a whole lot better now that these proud little Chaboga Mogos are gonna have to eat one of their own.,1,22,40.06
5,ShiiAnn,Camera,,353,2,Dialogue,"I love the fact that they're all sitting there squirming in their shorts, ignoring me yet again.",1,17,40.06
5,ShiiAnn,Camera,,353,3,Dialogue,They should have been cutting deals with me before my immunity win.,1,12,6.61
5,ShiiAnn,Camera,,353,4,Dialogue,"Now that I have an immunity win, I know that Alicia's head is on the chopping block, Rob Mariano's head's on the chopping block, and so is Rupert's.",1,28,9.23
5,ShiiAnn,Camera,,353,5,Dialogue,Stupid people.,1,2,99
5,ShiiAnn,Camera,,353,6,Dialogue,Stupid people.,1,2,99
5,ShiiAnn,Camera,,353,7,Dialogue,Let me just say that again: stupid players.,1,8,1.71
5,ShiiAnn,Rupert,One Person,354,1,Dialogue,You know you're head is big-time on the chopping block today.,1,11,99
5,Rupert,ShiiAnn,One Person,355,1,Dialogue,Oh I know.,1,3,1
5,Rupert,ShiiAnn,One Person,355,2,Dialogue,I'm taking all my stuff to Tribal Council with me.,1,10,1
5,ShiiAnn,Rupert,One Person,356,1,Dialogue,I'm telling you.,1,3,99
5,ShiiAnn,Rupert,One Person,356,2,Dialogue,Rob is the person to get rid of because he's the kingpin.,1,12,99
5,ShiiAnn,Rupert,One Person,356,3,Dialogue,You got to work it or else you're going.,1,9,99
5,Rupert,ShiiAnn,One Person,357,1,Dialogue,"Oh, I know.",1,3,1
5,Rob,Tribe,A Group,358,1,Dialogue,ShiiAnn's a deal maker.,1,4,40.06
5,Rob,Tribe,A Group,358,2,Dialogue,Such a strategist.,1,3,40.06
5,Rob,Tribe,A Group,358,3,Dialogue,Look at her down there.,1,5,99
5,Rob,Tribe,A Group,358,4,Dialogue,Look at the strategizing going on right now.,1,8,40.06
5,Rob,Camera,,359,1,Dialogue,I have two options tonight.,1,5,1
5,Rob,Camera,,359,2,Dialogue,"I can stick with Rupert and Jenna, myself and Amber to make that foursome, or I can go with Big Tom, Alicia, Amber and myself...",1,25,1
5,Rob,Camera,,359,3,Dialogue,"and take out Rupert or Jenna, 'cause I don't know if Rupert and Jenna are like 100% with us.",1,19,3.34
5,Rob,Camera,,359,4,Dialogue,I like to say Alicia is out of here.,1,9,2.75
5,Rob,Camera,,359,5,Dialogue,She is.,1,2,99
5,Rob,Camera,,359,6,Dialogue,She's out of here.,1,4,99
5,Rob,Camera,,359,7,Dialogue,Maybe not.,1,2,1
5,Rob,Camera,,359,8,Dialogue,Maybe me.,1,2,1
5,Amber,ShiiAnn,One Person,360,1,Dialogue,"For me, it's between probably Rupert or Alicia.",1,8,1
5,ShiiAnn,Amber,One Person,361,1,Dialogue,You prefer Alicia.,1,3,99
5,Amber,ShiiAnn,One Person,362,1,Dialogue,I don't know.,1,3,1
5,ShiiAnn,Amber,One Person,363,1,Dialogue,"For me it would be between Rupert and Rob, because I think one of them needs to go.",1,18,13.82
5,ShiiAnn,Amber,One Person,363,2,Dialogue,They're too big and too powerful.,1,6,98.75
5,ShiiAnn,Amber,One Person,363,3,Dialogue,"You feel more comfortable with Rob, you trust him more 'cause you're...",1,12,99
5,Amber,ShiiAnn,One Person,364,1,Dialogue,"Well, I...",1,2,1
5,Amber,ShiiAnn,One Person,364,2,Dialogue,"I trust him more and I think that even if I'm lying to him, he's gonna trust me.",1,18,2.75
5,ShiiAnn,Camera,,365,1,Dialogue,She's so sweet.,1,3,99
5,ShiiAnn,Camera,,365,2,Dialogue,"You hate to hate her because she's so lovely and she's got those beautiful green eyes, but you know what?",1,20,99
5,ShiiAnn,Camera,,365,3,Dialogue,She is one of the shrewdest players out here.,1,9,92.24
5,Rob,Amber,,366,1,Dialogue,"""We love you.",1,3,99
5,Rob,Amber,,366,2,Dialogue,We can't wait for you to come home and be a family.,1,12,99
5,Rob,Amber,,366,3,Dialogue,"Wherever you are, I know you're kicking some ass.",1,9,99
5,Rob,Amber,,366,4,Dialogue,"Remember, the key to the game is loose lips sink ships.""",1,11,40.06
5,Amber,Rob,One Person,367,1,Dialogue,What?,1,1,40.06
5,Rob,Amber,One Person,368,1,Dialogue,"Honestly, like, if I didn't trust you 100%, I would never let you read this, but, you know...",1,18,13.82
5,Amber,Rob,One Person,369,1,Dialogue,"""Remember, they key to the game is loose lips.""",1,9,92.24
5,Rob,Camera,,370,1,Dialogue,My main alliance still is with Amber.,1,7,40.06
5,Rob,Camera,,370,2,Dialogue,"It's because she trusts me completely; even though I may not trust her 100% completely, I know she does.",1,19,1
5,Rob,Camera,,370,3,Dialogue,I think she does.,1,4,40.06
5,Rob,Amber,One Person,371,1,Dialogue,We can do this.,1,4,99
5,Rob,Amber,One Person,371,2,Dialogue,We're going to do this.,1,5,99
5,Rob,Amber,One Person,371,3,Dialogue,You know that?,1,3,99
5,Rob,Amber,One Person,371,4,Dialogue,We gotta just keep the paranoia to a minimum before Tribal Council.,1,12,98.75
6,Rob,Amber,One Person,372,1,Dialogue,We gotta trust in a game like this.,1,8,99
6,Rob,Amber,One Person,372,2,Dialogue,"It's like huge, you know?",1,5,99
6,Rob,Amber,One Person,372,3,Dialogue,It makes all the difference in the world and I appreciate it.,1,12,1
6,Rob,Camera,,373,1,Dialogue,Of course she's playing the game.,1,6,98.75
6,Rob,Camera,,373,2,Dialogue,"She may be playing me, I don't know.",1,8,1
6,Rob,Camera,,373,3,Dialogue,I don't think so.,1,4,1
6,Rob,Camera,,373,4,Dialogue,I really don't.,1,3,1
6,Rob,Camera,,373,5,Dialogue,I think it's genuine what's going on.,1,7,1
6,Rob,Camera,,373,6,Dialogue,"I could be the biggest sucker in history, and if so, hey - she had me fooled.",1,16,1.71
6,Probst,Tribe,,374,1,Dialogue,"Now bring in the members of our jury, Lex and Kathy, voted out in the last Tribal Council.",1,18,98.75
6,Probst,Tribe,,374,2,Dialogue,I'll remind you guys that the jury's here merely to observe.,1,11,99
6,Probst,Tribe,,374,3,Dialogue,They're not to talk to you.,1,6,98.75
6,Probst,Tribe,,374,4,Dialogue,You're not to try and communicate with them.,1,8,94.84
6,Probst,ShiiAnn,,375,1,Dialogue,"It's been a busy couple of days, culminating with a very big and, from what I gather today, important victory at today's immunity challenge for you, ShiiAnn.",1,27,62.05
6,ShiiAnn,Probst,,376,1,Dialogue,"Yes, very, very important.",1,4,40.06
6,Probst,ShiiAnn,,377,1,Dialogue,"You were very vocal today and, from where I sat, sort of created an island for yourself.",1,17,99
6,ShiiAnn,Tribe,A Group,378,1,Dialogue,"This tribe is very unique in that they've been very, very open with me about the fact that they are a tight alliance and I'm going home next.",1,28,61.28
6,ShiiAnn,Tribe,A Group,378,2,Dialogue,"So, you know, today at the challenge, I was very vocal, because I'm going to try my best to fight.",1,20,15.75
6,Probst,Rupert,,379,1,Dialogue,"Rupert, what's your take on everything that went down today?",1,10,99
6,Rupert,Tribe,A Group,380,1,Dialogue,That was one heck of a hard challenge.,1,8,40.06
6,Rupert,Tribe,A Group,380,2,Dialogue,"After 20 minutes, I was dying.",1,6,1
6,Rupert,Tribe,A Group,380,3,Dialogue,"ShiiAnn says she was the only one that needed it, but now somebody else needs it.",1,16,40.06
6,Rupert,Tribe,A Group,380,4,Dialogue,There's been talk that I'm targeted.,1,6,1
6,Rupert,Tribe,A Group,380,5,Dialogue,"I felt like, especially with that silly reward challenge that was the pecking order caca.",1,15,10.48
6,Rupert,Tribe,A Group,380,6,Dialogue,I'm up.,1,2,1
6,Rupert,Tribe,A Group,380,7,Dialogue,"I mean, my number could be up.",1,7,1
6,Probst,Alicia,,381,1,Dialogue,"Alicia, we have four from the original Chapera.",1,8,99
6,Probst,Alicia,,381,2,Dialogue,You guys have the numbers.,1,5,99
6,Probst,Alicia,,381,3,Dialogue,How strong is that group still?,1,6,98.75
6,Alicia,Tribe,A Group,382,1,Dialogue,"Well, the original Chapera is- is always going to be strong because we've been together from the day one, but we also could not have done it without Rupert and Jenna joining our tribe.",1,34,85.94
6,Alicia,Tribe,A Group,382,2,Dialogue,"Honestly, we knew that once we got to six, game on.",1,11,99
6,Alicia,Tribe,A Group,382,3,Dialogue,Anything can happen and any one of us is vulnerable at this point.,1,13,98.04
6,Probst,ShiiAnn,,383,1,Dialogue,"ShiiAnn, did you notice a power shift today?",1,8,99
6,Probst,ShiiAnn,,383,2,Dialogue,Were you the person in camp people wanted to come talk to and try and make a deal?,1,18,99
6,ShiiAnn,Tribe,A Group,384,1,Dialogue,"No, I-I You know, it's so funny.",1,7,97.11
6,ShiiAnn,Tribe,A Group,384,2,Dialogue,"What I notice about this group of six is that, as far as I can tell, no one wants to take a leadership position and say this person in particular is getting voted out tonight.",1,35,24.76
6,Probst,Jenna,,385,1,Dialogue,"Jenna, you were rolling your head all over the place.",1,10,99
6,Jenna,Tribe,A Group,386,1,Dialogue,Cause it makes us sound dumb.,1,6,99
6,ShiiAnn,Jenna,One Person,387,1,Dialogue,"No, no, no, I don't think...",1,6,1
6,Probst,ShiiAnn,,388,1,Dialogue,"Hold off, ShiiAnn.",1,3,40.06
6,Jenna,Tribe,A Group,389,1,Dialogue,"I mean, maybe we're not telling ShiiAnn everything because we don't need her to know our strategies.",1,17,99
6,Probst,Rob,,390,1,Dialogue,"Boston Rob, first time in a while, you haven't had that necklace around your neck.",1,15,96.04
6,Probst,Rob,,390,2,Dialogue,"You're a provider, very strong, seem to be a likeable guy.",1,11,99
6,Probst,Rob,,390,3,Dialogue,Why not get rid of you while we have the opportunity?,1,11,99
6,Rob,Probst,,391,1,Dialogue,"What are you giving them ideas for, Jeff?",1,8,99
6,Probst,Rob,,392,1,Dialogue,It had to have crossed your mind.,1,7,99
6,Rob,Tribe,A Group,393,1,Dialogue,Of course.,1,2,40.06
6,Rob,Tribe,A Group,393,2,Dialogue,Are you kidding me?,1,4,99
6,Rob,Tribe,A Group,393,3,Dialogue,"I'm sitting here, I won the first two immunities, I've been strong pretty much, I think, the whole game.",1,19,1
6,Rob,Tribe,A Group,393,4,Dialogue,I'm definitely nervous tonight and I wish I had that necklace on.,1,12,1
6,Probst,Tribe,,394,1,Dialogue,"On that note, it's time to vote.",1,7,40.06
6,Probst,ShiiAnn,,395,1,Dialogue,"ShiiAnn, you have immunity.",1,4,99
6,Probst,ShiiAnn,,395,2,Dialogue,"I know you don't want to give it away, but I'll go ahead and ask.",1,15,1.24
6,ShiiAnn,Probst,,396,1,Dialogue,"No, Jeff, I'm not going to give it away.",1,9,1
6,Probst,Tribe,,397,1,Dialogue,You cannot vote for ShiiAnn.,1,5,40.06
6,Probst,Tribe,,397,2,Dialogue,Everybody else is fair game.,1,5,40.06
6,Probst,Tribe,,397,3,Dialogue,Let's vote.,1,2,99
6,Probst,Amber,,398,1,Dialogue,"Amber, you're up.",1,3,99
6,Rob,Camera,,399,1,Dialogue,"Remember the little fight we had on day three, where I zipped my lip?",1,14,40.06
6,Rob,Camera,,399,2,Dialogue,"I've been waiting to do this for 27 days, so...",1,10,3.95
6,Rob,Camera,,399,3,Dialogue,"au revoir, adios, arrivederci, sayonara, or as we say in Boston, see you later.",1,14,99
6,Probst,Tribe,,400,1,Dialogue,I'll go tally the votes.,1,5,1
6,Probst,Tribe,,400,2,Dialogue,"Once the votes are read, the decision is final.",1,9,40.06
6,Probst,Tribe,,400,3,Dialogue,The person voted out will be asked to leave the Tribal Council area immediately.,1,14,79.51
6,Probst,Tribe,,400,4,Dialogue,I'll read the votes.,1,4,1
6,Probst,Tribe,,400,5,Dialogue,First vote...,1,2,40.06
6,Probst,Tribe,,400,6,Dialogue,Alicia.,1,1,40.06
6,Probst,Tribe,,400,7,Dialogue,Alicia.,1,1,40.06
6,Probst,Tribe,,400,8,Dialogue,Two votes Alicia.,1,3,40.06
6,Probst,Tribe,,400,9,Dialogue,Rupert.,1,1,40.06
6,Probst,Tribe,,400,10,Dialogue,"Two votes Alicia, one vote Rupert.",1,6,40.06
6,Probst,Tribe,,400,11,Dialogue,Alicia.,1,1,40.06
6,Probst,Tribe,,400,12,Dialogue,"Twelfth person voted out of Survivor: All-Stars, and the third member of our jury, Alicia.",1,15,99
6,Probst,Alicia,,401,1,Dialogue,You need to bring me your torch.,1,7,99
6,Alicia,Tribe,A Group,402,1,Dialogue,"Well, somebody turned.",1,3,99
6,Alicia,Tribe,A Group,402,2,Dialogue,I'd better not find out who it is.,1,8,1
6,Probst,Alicia,,403,1,Dialogue,"Alicia, the tribe has spoken.",1,5,99
6,Probst,Tribe,,404,1,Dialogue,"Well, ShiiAnn was very open tonight in sharing that she was treated with respect and honesty regarding her status in the tribe.",1,22,96.39
6,Probst,Tribe,,404,2,Dialogue,"Clearly, that doesn't apply to members of your own family of six, as Alicia never saw it coming.",1,18,92.24
6,Probst,Tribe,,404,3,Dialogue,"Nine days left, guys.",1,4,99
6,Probst,Tribe,,404,4,Dialogue,Grab your torches.,1,3,99
6,Probst,Tribe,,404,5,Dialogue,Go back to camp.,1,4,40.06
6,Probst,Tribe,,404,6,Dialogue,Good night.,1,2,40.06
