"ClipNumber","Dialogue","Speaker","Recipient","RecipientType","element_id","sentence_id"
3,"We're just going to lay here on the table and use these napkins as pillows and enjoy it.","Amber","Camera","",234,3
3,"Rupert's a happy man.","Tom","Tribe","A Group",235,1
3,"Basically, Rupert exposed our alliance of four.","Rob","Camera","",236,1
3,"It was pretty evident, uh, as to who got what food.","Rob","Camera","",236,2
3,"He's kind of sticking it in their face, which kind of shows me that he does trust myself and Amber to a degree.","Rob","Camera","",236,3
3,"Chaboga Mogo.","Rob","Tribe","Two People",237,1
3,"Chaboga Mogo- The sun is out, and we're going to have a beautiful day.","Rob","Tribe","Two People",237,2
3,"We are going to have a beautiful day.","Jenna","Tribe","Two People",238,1
3,"We're gonna kick ShiiAnn's ass off.","Rob","Tribe","Two People",239,1
3,"We won't have to listen to her anymore.","Rob","Tribe","Two People",239,2
3,"I'm going to try so hard at the immunity today.","ShiiAnn","Rupert","One Person",240,1
3,"I'm going to battle 'cause I got to, but I'm not going to kill myself to win 'cause I hope that I'm not on the chopping block.","Rupert","ShiiAnn","One Person",241,1
3,"I don't think you are.","ShiiAnn","Rupert","One Person",242,1
3,"And, I wouldn't mind seeing you win immunity.","Rupert","ShiiAnn","One Person",243,1
3,"You got to be looking at Rob.","ShiiAnn","Rupert","One Person",244,1
3,"I would be if I were you.","ShiiAnn","Rupert","One Person",244,2
3,"If I were anyone here, I would be looking at Rob.","ShiiAnn","Rupert","One Person",244,3
3,"Oh my gosh I've already talked to Jenna about that.","Rupert","ShiiAnn","One Person",245,1
3,"Of course you have.","ShiiAnn","Rupert","One Person",246,1
3,"But they're telling me they'll take me to the final four, too, but I know I'll be fourth unless I win immunity.","Rupert","ShiiAnn","One Person",247,1
3,"There are people here that would switch their vote tonight if they felt like they had the majority.","ShiiAnn","Rupert","One Person",248,1
3,"Yeah.","Rupert","ShiiAnn","One Person",249,1
3,"We know that.","ShiiAnn","Rupert","One Person",250,1
3,"I know that.","Rupert","ShiiAnn","One Person",251,1
3,"There are people here.","ShiiAnn","Rupert","One Person",252,1
3,"Let me..","Tom","Alicia","One Person",253,1
3,"hand me...","Tom","Alicia","One Person",253,2
3,"while you're over.","Tom","Alicia","One Person",253,3
3,"give me that solid piece.","Tom","Alicia","One Person",253,4
3,"See that good little piece right here?","Tom","Alicia","One Person",253,5
3,"Yep.","Alicia","Tom","One Person",254,1
3,"So, uh...who's up on the...?","Alicia","Tom","One Person",254,2
3,"Chop Block?","Tom","Alicia","One Person",255,1
3,"Yep.","Alicia","Tom","One Person",256,1
3,"It's him before ShiiAnn.","Tom","Alicia","One Person",257,1
4,"Rupert before ShiiAnn.","Alicia","Tom","One Person",258,1
4,"I was thinking that today.","Alicia","Tom","One Person",258,2
4,"I was looking at everybody today, and I was kind of sizing up.","Alicia","Tom","One Person",258,3
4,"All I'm saying, we got...","Tom","Alicia","One Person",259,1
4,"me and you got to stick together, Alicia.","Tom","Alicia","One Person",259,2
4,"Absolutely.","Alicia","Tom","One Person",260,1
4,"And I'll tell you what, though if either one of us are up against Amber or Boston Rob we're in trouble","Alicia","Tom","One Person",260,2
4,"But you know as well as I do me and you are the lone horse here.","Tom","Alicia","One Person",261,1
4,"Yep.","Alicia","Tom","One Person",262,1
4,"And those two are going to stick together no matter what.","Alicia","Tom","One Person",262,2
4,"They're lovers.","Tom","Alicia","One Person",263,1
4,"I know.","Alicia","Tom","One Person",264,1
4,"But you know what?","Tom","Alicia","One Person",265,1
4,"We may have not slept together but we...","Tom","Alicia","One Person",265,2
4,"we snuggled pretty close.","Tom","Alicia","One Person",265,3
4,"That's right.","Alicia","Tom","One Person",266,1
4,"Here's the thing if ShiiAnn wins immunity today.","Rob","Tom","One Person",267,1
4,"We decided, Big Tom, Rob, Amber, and myself, that we were going to stay together to the very end.","Alicia","Camera","",268,1
4,"That's four people.","Alicia","Camera","",268,2
4,"So no matter what happens in this tribe, we are four to the other three.","Alicia","Camera","",268,3
4,"Then there's Big Tom.","Alicia","Camera","",268,4
4,"He came to me and said, you know, ""I can't sit next to Boston Rob or Amber.","Alicia","Camera","",268,5
4,"I'll never win.","Alicia","Camera","",268,6
4,"Maybe I should sit next to you.""","Alicia","Camera","",268,7
4,"And I said, ""You know what?","Alicia","Camera","",268,8
4,"Maybe you're right.""","Alicia","Camera","",268,9
4,"But I didn't make any deal with him.","Alicia","Camera","",268,10
4,"The only person I have an alliance with at this point is Boston Rob, and we shook on it.","Alicia","Camera","",268,11
4,"But do I trust him?","Alicia","Camera","",268,12
4,"Absolutely not.","Alicia","Camera","",268,13
4,"Here's the thing.","Rob","Tom","",269,1
4,"If ShiiAnn wins immunity today.","Rob","Tom","",269,2
4,"It'd be a miracle.","Tom","Rob","One Person",270,1
4,"Yeah I know, but still, we have to decide.","Rob","Tom","One Person",271,1
4,"Rob, let's just face it it's gonna hurt you more than it will me.","Tom","Rob","One Person",272,1
4,"You got a better chance at winning than I have.","Tom","Rob","One Person",272,2
4,"I need to win, like almost every one, Tom.","Rob","Tom","One Person",273,1
4,"I know what people think around the camp.","Rob","Tom","One Person",273,2
4,"I know even though Rupert pretends he's all nice - last night he gave me a hamburger - I can read beyond that, you know?","Rob","Tom","One Person",273,3
4,"If ShiiAnn wins immunity I don't know who we're gonna kick off.","Rob","Camera","",274,1
4,"You're worried about ShiiAnn.","Tom","Rob","One Person",275,1
4,"I'm worried about Rupert.","Tom","Rob","One Person",275,2
4,"Because he's the one that's gonna beat you in an immunity.","Tom","Rob","One Person",275,3
4,"ShiiAnn ain't gonna beat you.","Tom","Rob","One Person",275,4
4,"All right.","Rob","Tom","One Person",276,1
4,"Uh, Alicia ain't gonna beat you.","Tom","Rob","One Person",277,1
4,"But we can't beat Rupert.","Tom","Rob","One Person",277,2
4,"You're gonna come close, but he's gonna beat you before it's over.","Tom","Rob","One Person",277,3
4,"Right.","Rob","Tom","One Person",278,1
4,"And then when he does, you know who they want to get rid of?","Tom","Rob","One Person",279,1
4,"It ain't gonna be me","Tom","Rob","One Person",279,2
4,"No, it'll be me.","Rob","Tom","One Person",280,1
4,"It's you.","Tom","Rob","One Person",281,1
4,"Yeah, we should talk, actually I have some news.","ShiiAnn","Alicia","One Person",282,1
4,"I don't want to even hear it.","Alicia","ShiiAnn","One Person",283,1
4,"Honestly.","Alicia","ShiiAnn","One Person",283,2
4,"That's fine.","ShiiAnn","Alicia","One Person",284,1
4,"There is a plan, ShiiAnn and it's too late for anything to change.","Alicia","ShiiAnn","One Person",285,1
4,"Okay, I appreciate that.","ShiiAnn","Alicia","One Person",286,1
4,"Yep.","Alicia","ShiiAnn","One Person",287,1
4,"There's no denying it - we are getting down to it.","Probst","Tribe","",288,1
4,"There are seven of you left.","Probst","Tribe","",288,2
4,"Today's challenge is for immunity.","Probst","Tribe","",288,3
4,"Very important at this stage of the game.","Probst","Tribe","",288,4
4,"It's a very simple immunity challenge.","Probst","Tribe","",288,5
4,"You're gonna step up on a log.","Probst","Tribe","",288,6
4,"You're gonna raise your hand over your head.","Probst","Tribe","",288,7
4,"Your hand is gonna be tethered to a bucket.","Probst","Tribe","",288,8
4,"That bucket's full of water.","Probst","Tribe","",288,9
4,"When you drop your hand, the bucket tips, you get wet, you're done.","Probst","Tribe","",288,10
4,"If you need immunity, the only thing stopping you from getting it is quitting, and that's it.","Probst","Tribe","",288,11
4,"We got all day to sit out here.","Probst","Tribe","",288,12
4,"All right, Boston Rob, give it up.","Probst","Rob","",289,1
4,"The all-important immunity is back up for grabs.","Probst","Tribe","",290,1
4,"Take your spots.","Probst","Tribe","",290,2
4,"I'll lock you in.","Probst","Tribe","",290,3
4,"For immunity.","Probst","Tribe","",290,4
4,"Everybody's locked in, and this challenge is officially on.","Probst","Tribe","",290,5
4,"There'll be a little initial pain.","Probst","Tribe","",290,6
4,"You'll work through that.","Probst","Tribe","",290,7
4,"Just remember, there's not a lot of slack in that chain, so if you drop your hand two inches, you're done.","Probst","Tribe","",290,8
4,"You have very little wiggle room in this challenge.","Probst","Tribe","",290,9
4,"Amber's first out.","Probst","Tribe","",290,10
4,"Grab a seat on the bench.","Probst","Amber","",291,1
4,"I didn't even move!","Jenna","Tribe","",292,1
4,"Jenna's out of the game.","Probst","Tribe","",293,1
4,"You didn't need that immunity anyway.","ShiiAnn","Jenna","A Group",294,1
4,"It's all good.","ShiiAnn","Jenna","A Group",294,2
4,"Nobody knows who's safe.","Jenna","ShiiAnn","One Person",295,1
4,"I know I'm not safe, that's for sure.","ShiiAnn","Jenna","A Group",296,1
4,"Have a seat next to Amber.","Probst","Jenna","",297,1
4,"Big Tom, you're struggling.","Probst","Tom","",298,1
4,"Oh, Big Tom!","ShiiAnn","Tom","",299,1
4,"Big Tom, third person to hit the dust.","Probst","Tribe","",300,1
4,"Okay, Rupert you got to hold out before Rob.","ShiiAnn","Rupert","One Person",301,1
4,"We can't let Rob keep winning those immunities","ShiiAnn","Rupert","One Person",301,2
4,"Big Tom's out of the challenge.","Probst","Tribe","",302,1
4,"Damn straight.","Rupert","ShiiAnn","A Group",303,1
4,"Have a seat next to the ladies, Big Tom.","Probst","Tom","",304,1
4,"You're out of the challenge.","Probst","Tom","",304,2
4,"I see ShiiAnn's arm moving a bit, so you guys are good.","Jenna","Tribe","A Group",305,1
4,"So Jenna, I take it from that comment there's just no secrets in this tribe right now.","Probst","Jenna","",306,1
4,"No.","Jenna","Probst","",307,1
4,"No, there isn't.","Jenna","Probst","",307,2
4,"Oh, there are secrets to this tribe.","ShiiAnn","Tribe","A Group",308,1
4,"No secret on who they want out tonight, but there's secrets to this tribe.","ShiiAnn","Tribe","A Group",308,2
4,"Alicia fighting through a little pain.","Probst","Tribe","",309,1
4,"Be strong Alicia.","Rupert","Alicia","One Person",310,1
4,"First sign of weakness we've seen from Alicia on this.","Probst","Tribe","",311,1
4,"Fight, guys.","Probst","Tribe","",311,2
4,"It's all about this right here.","Probst","Tribe","",311,3
4,"That sound around your neck.","Probst","Tribe","",311,4
4,"It means you're in this game a little longer.","Probst","Tribe","",311,5
4,"It means you've got a one-in-six shot at a million bucks.","Probst","Tribe","",311,6
4,"Somebody gonna leave here with this.","Probst","Tribe","",311,7
4,"The person who wants it the most.","Probst","Tribe","",311,8
4,"Fight it, guys, fight it.","Probst","Tribe","",311,9
4,"Oh!","Probst","Tribe","",311,10
4,"Whew!","Probst","Tribe","",311,11
4,"I got a little of that too!","Probst","Tribe","",311,12
4,"All right I'm glad.","Alicia","Probst","One Person",312,1
4,"At least if I went down, I took you with me.","Alicia","Probst","One Person",312,2
4,"I couldn't be happier.","Probst","Alicia","",313,1
4,"Keep your arm up, Rupert.","ShiiAnn","Rupert","One Person",314,1
4,"Keep your arm up.","ShiiAnn","Rupert","One Person",314,2
4,"I'm damn straight trying.","Rupert","ShiiAnn","A Group",315,1
4,"And then there were three.","Probst","Tribe","",316,1
4,"All three looking really strong.","Probst","Tribe","",316,2
4,"A little bit of rain starting to come down, cool you off a little.","Probst","Tribe","",316,3
4,"Wouldn't be a day on Survivor All-Stars if we didn't get a little rain.","Probst","Tribe","",316,4
4,"Immunity is most definitely up for grabs.","Probst","Tribe","",316,5
4,"Three people left.","Probst","Tribe","",316,6
4,"Anybody could get it.","Probst","Tribe","",316,7
4,"ShiiAnn, I have to say, one hour in, you have not moved.","Probst","ShiiAnn","",317,1
4,"Your body has not moved, your arm has not dipped.","Probst","ShiiAnn","",317,2
4,"I'm not moving.","ShiiAnn","Tribe","A Group",318,1
4,"I don't think you've taken your hand off your hip.","Probst","ShiiAnn","",319,1
4,"Nope.","ShiiAnn","Probst","",320,1
4,"It's numb, but I need this immunity, like I said, Jeff, desperately.","ShiiAnn","Probst","",320,2
4,"ShiiAnn you are tough.","Rupert","ShiiAnn","One Person",321,1
4,"Dude, I'm going to win.","ShiiAnn","Rupert","One Person",322,1
5,"Boston Rob's out of the competition.","Probst","Tribe","",323,1
5,"Next door neighbors Rupert and ShiiAnn still fighting for immunity.","Probst","Tribe","",323,2
5,"Since it's just down to you two, a little reminder: Somebody's gonna leave here with this around their neck.","Probst","Tribe","",323,3
5,"That means they are safe tonight at the vote.","Probst","Tribe","",323,4
5,"The other person will not have that same security.","Probst","Tribe","",323,5
5,"Rupert, stay up there.","Rob","Rupert","One Person",324,1
5,"You got this, Rupert.","Jenna","Rupert","One Person",325,1
5,"You guys have lasted two hours.","Probst","Tribe","",326,1
5,"Two long, painful hours.","Probst","Tribe","",326,2
5,"How much more you got left in you, Rupert?","Probst","Rupert","",327,1
5,"Two hours...","Rupert","Probst","A Group",328,1
5,"four hours...","Rupert","Probst","A Group",328,2
5,"I don't know.","Rupert","Probst","A Group",328,3
5,"Whatever it takes.","Rupert","Probst","A Group",328,4
5,"ShiiAnn, any sign of quitting in you?","Probst","ShiiAnn","",329,1
5,"Nope.","ShiiAnn","Probst","A Group",330,1
5,"Careful, Rupert you're moving it a lot.","Jenna","Rupert","One Person",331,1
5,"You're moving the chain.","Jenna","Rupert","One Person",331,2
5,"Yes!","ShiiAnn","Tribe","A Group",332,1
5,"Yes!","ShiiAnn","Tribe","A Group",332,2
5,"Yes!","ShiiAnn","Tribe","A Group",332,3
5,"Rupert's out of the competition.","Probst","Tribe","",333,1
5,"ShiiAnn wins immunity.","Probst","Tribe","",333,2
5,"Whoo!","ShiiAnn","Tribe","A Group",334,1
5,"Whoo!","ShiiAnn","Tribe","A Group",334,2
5,"Yeah!","ShiiAnn","Tribe","A Group",334,3
5,"Take that!","ShiiAnn","Tribe","A Group",334,4
5,"Don't forget, you got to go home with us, ShiiAnn.","Alicia","ShiiAnn","One Person",335,1
5,"Be very careful, sweetheart.","Alicia","ShiiAnn","One Person",335,2
5,"Hey, you know what?","ShiiAnn","Tribe","A Group",336,1
5,"I love you guys, but I need this more than all of you guys.","ShiiAnn","Tribe","A Group",336,2
5,"Yeah, don't get too cocky though.","Alicia","ShiiAnn","One Person",337,1
5,"You got to live with us.","Alicia","ShiiAnn","One Person",337,2
5,"I needed it more than all of you guys.","ShiiAnn","Tribe","A Group",338,1
5,"All right, ShiiAnn, turn around.","Probst","ShiiAnn","",339,1
5,"Looks like you're about ready to cry.","Probst","ShiiAnn","",339,2
5,"You doing all right?","Probst","ShiiAnn","",339,3
5,"I'm doing great they're tears of joy.","ShiiAnn","Tribe","A Group",340,1
5,"I knew I was going home tonight and now...","ShiiAnn","Tribe","A Group",340,2
5,"It most definitely will not be you.","Probst","ShiiAnn","",341,1
5,"Great effort.","Probst","ShiiAnn","",341,2
5,"You are safe tonight at Tribal Council.","Probst","ShiiAnn","",341,3
5,"Thank you.","ShiiAnn","Probst","",342,1
5,"Guaranteed a one-in-six shot of winning this thing and the million bucks.","Probst","ShiiAnn","",343,1
5,"For the rest of you, I can't say the same thing.","Probst","Tribe","",344,1
5,"Somebody is going home tonight.","Probst","Tribe","",344,2
5,"Tribal Council.","Probst","Tribe","",344,3
5,"I'll see you there.","Probst","Tribe","",344,4
5,"Go back to camp.","Probst","Tribe","",344,5
5,"I didn't mean to get so excited I wasn't trying to gloat.","ShiiAnn","Tribe","A Group",345,1
5,"I was just...","ShiiAnn","Tribe","A Group",345,2
5,"Really wanted to win.","ShiiAnn","Tribe","A Group",345,3
5,"Everybody gets excited when they win immunity or reward.","Jenna","ShiiAnn","One Person",346,1
5,"Just today, I really needed it, so I got a little excited.","ShiiAnn","Tribe","A Group",347,1
5,"That's all right","Jenna","ShiiAnn","One Person",348,1
5,"The thing that bothered me about ShiiAnn's victory is that she tried to throw it in our face the moment she won.","Alicia","Camera","",349,1
5,"And the first thing she does is let out this victory cry, and she's, like, ""Yeah!","Alicia","Camera","",349,2
5,"Ha!","Alicia","Camera","",349,3
5,"I did it!""","Alicia","Camera","",349,4
5,"You know?","Alicia","Camera","",349,5
5,"She's pointing at all of us, and I just looked at her and said, ""I wouldn't be that cocky - you still have to live with us.""","Alicia","Camera","",349,6
5,"Let her enjoy her moment.","Alicia","Tribe","A Group",350,1
5,"Yeah, it's not gonna last.","Rob","Tribe","A Group",351,1
5,"It's her moment.","Alicia","Tribe","A Group",352,1
5,"I'm feeling a whole lot better now that these proud little Chaboga Mogos are gonna have to eat one of their own.","ShiiAnn","Camera","",353,1
5,"I love the fact that they're all sitting there squirming in their shorts, ignoring me yet again.","ShiiAnn","Camera","",353,2
5,"They should have been cutting deals with me before my immunity win.","ShiiAnn","Camera","",353,3
5,"Now that I have an immunity win, I know that Alicia's head is on the chopping block, Rob Mariano's head's on the chopping block, and so is Rupert's.","ShiiAnn","Camera","",353,4
5,"Stupid people.","ShiiAnn","Camera","",353,5
5,"Stupid people.","ShiiAnn","Camera","",353,6
5,"Let me just say that again: stupid players.","ShiiAnn","Camera","",353,7
5,"You know you're head is big-time on the chopping block today.","ShiiAnn","Rupert","One Person",354,1
5,"Oh I know.","Rupert","ShiiAnn","One Person",355,1
5,"I'm taking all my stuff to Tribal Council with me.","Rupert","ShiiAnn","One Person",355,2
5,"I'm telling you.","ShiiAnn","Rupert","One Person",356,1
5,"Rob is the person to get rid of because he's the kingpin.","ShiiAnn","Rupert","One Person",356,2
5,"You got to work it or else you're going.","ShiiAnn","Rupert","One Person",356,3
5,"Oh, I know.","Rupert","ShiiAnn","One Person",357,1
5,"ShiiAnn's a deal maker.","Rob","Tribe","A Group",358,1
5,"Such a strategist.","Rob","Tribe","A Group",358,2
5,"Look at her down there.","Rob","Tribe","A Group",358,3
5,"Look at the strategizing going on right now.","Rob","Tribe","A Group",358,4
5,"I have two options tonight.","Rob","Camera","",359,1
5,"I can stick with Rupert and Jenna, myself and Amber to make that foursome, or I can go with Big Tom, Alicia, Amber and myself...","Rob","Camera","",359,2
5,"and take out Rupert or Jenna, 'cause I don't know if Rupert and Jenna are like 100% with us.","Rob","Camera","",359,3
5,"I like to say Alicia is out of here.","Rob","Camera","",359,4
5,"She is.","Rob","Camera","",359,5
5,"She's out of here.","Rob","Camera","",359,6
5,"Maybe not.","Rob","Camera","",359,7
5,"Maybe me.","Rob","Camera","",359,8
5,"For me, it's between probably Rupert or Alicia.","Amber","ShiiAnn","One Person",360,1
5,"You prefer Alicia.","ShiiAnn","Amber","One Person",361,1
5,"I don't know.","Amber","ShiiAnn","One Person",362,1
5,"For me it would be between Rupert and Rob, because I think one of them needs to go.","ShiiAnn","Amber","One Person",363,1
5,"They're too big and too powerful.","ShiiAnn","Amber","One Person",363,2
5,"You feel more comfortable with Rob, you trust him more 'cause you're...","ShiiAnn","Amber","One Person",363,3
5,"Well, I...","Amber","ShiiAnn","One Person",364,1
5,"I trust him more and I think that even if I'm lying to him, he's gonna trust me.","Amber","ShiiAnn","One Person",364,2
5,"She's so sweet.","ShiiAnn","Camera","",365,1
5,"You hate to hate her because she's so lovely and she's got those beautiful green eyes, but you know what?","ShiiAnn","Camera","",365,2
5,"She is one of the shrewdest players out here.","ShiiAnn","Camera","",365,3
5,"""We love you.","Rob","Amber","",366,1
5,"We can't wait for you to come home and be a family.","Rob","Amber","",366,2
5,"Wherever you are, I know you're kicking some ass.","Rob","Amber","",366,3
5,"Remember, the key to the game is loose lips sink ships.""","Rob","Amber","",366,4
5,"What?","Amber","Rob","One Person",367,1
5,"Honestly, like, if I didn't trust you 100%, I would never let you read this, but, you know...","Rob","Amber","One Person",368,1
5,"""Remember, they key to the game is loose lips.""","Amber","Rob","One Person",369,1
5,"My main alliance still is with Amber.","Rob","Camera","",370,1
5,"It's because she trusts me completely; even though I may not trust her 100% completely, I know she does.","Rob","Camera","",370,2
5,"I think she does.","Rob","Camera","",370,3
5,"We can do this.","Rob","Amber","One Person",371,1
5,"We're going to do this.","Rob","Amber","One Person",371,2
5,"You know that?","Rob","Amber","One Person",371,3
5,"We gotta just keep the paranoia to a minimum before Tribal Council.","Rob","Amber","One Person",371,4
6,"We gotta trust in a game like this.","Rob","Amber","One Person",372,1
6,"It's like huge, you know?","Rob","Amber","One Person",372,2
6,"It makes all the difference in the world and I appreciate it.","Rob","Amber","One Person",372,3
6,"Of course she's playing the game.","Rob","Camera","",373,1
6,"She may be playing me, I don't know.","Rob","Camera","",373,2
6,"I don't think so.","Rob","Camera","",373,3
6,"I really don't.","Rob","Camera","",373,4
6,"I think it's genuine what's going on.","Rob","Camera","",373,5
6,"I could be the biggest sucker in history, and if so, hey - she had me fooled.","Rob","Camera","",373,6
6,"Now bring in the members of our jury, Lex and Kathy, voted out in the last Tribal Council.","Probst","Tribe","",374,1
6,"I'll remind you guys that the jury's here merely to observe.","Probst","Tribe","",374,2
6,"They're not to talk to you.","Probst","Tribe","",374,3
6,"You're not to try and communicate with them.","Probst","Tribe","",374,4
6,"It's been a busy couple of days, culminating with a very big and, from what I gather today, important victory at today's immunity challenge for you, ShiiAnn.","Probst","ShiiAnn","",375,1
6,"Yes, very, very important.","ShiiAnn","Probst","",376,1
6,"You were very vocal today and, from where I sat, sort of created an island for yourself.","Probst","ShiiAnn","",377,1
6,"This tribe is very unique in that they've been very, very open with me about the fact that they are a tight alliance and I'm going home next.","ShiiAnn","Tribe","A Group",378,1
6,"So, you know, today at the challenge, I was very vocal, because I'm going to try my best to fight.","ShiiAnn","Tribe","A Group",378,2
6,"Rupert, what's your take on everything that went down today?","Probst","Rupert","",379,1
6,"That was one heck of a hard challenge.","Rupert","Tribe","A Group",380,1
6,"After 20 minutes, I was dying.","Rupert","Tribe","A Group",380,2
6,"ShiiAnn says she was the only one that needed it, but now somebody else needs it.","Rupert","Tribe","A Group",380,3
6,"There's been talk that I'm targeted.","Rupert","Tribe","A Group",380,4
6,"I felt like, especially with that silly reward challenge that was the pecking order caca.","Rupert","Tribe","A Group",380,5
6,"I'm up.","Rupert","Tribe","A Group",380,6
6,"I mean, my number could be up.","Rupert","Tribe","A Group",380,7
6,"Alicia, we have four from the original Chapera.","Probst","Alicia","",381,1
6,"You guys have the numbers.","Probst","Alicia","",381,2
6,"How strong is that group still?","Probst","Alicia","",381,3
6,"Well, the original Chapera is- is always going to be strong because we've been together from the day one, but we also could not have done it without Rupert and Jenna joining our tribe.","Alicia","Tribe","A Group",382,1
6,"Honestly, we knew that once we got to six, game on.","Alicia","Tribe","A Group",382,2
6,"Anything can happen and any one of us is vulnerable at this point.","Alicia","Tribe","A Group",382,3
6,"ShiiAnn, did you notice a power shift today?","Probst","ShiiAnn","",383,1
6,"Were you the person in camp people wanted to come talk to and try and make a deal?","Probst","ShiiAnn","",383,2
6,"No, I-I You know, it's so funny.","ShiiAnn","Tribe","A Group",384,1
6,"What I notice about this group of six is that, as far as I can tell, no one wants to take a leadership position and say this person in particular is getting voted out tonight.","ShiiAnn","Tribe","A Group",384,2
6,"Jenna, you were rolling your head all over the place.","Probst","Jenna","",385,1
6,"Cause it makes us sound dumb.","Jenna","Tribe","A Group",386,1
6,"No, no, no, I don't think...","ShiiAnn","Jenna","One Person",387,1
6,"Hold off, ShiiAnn.","Probst","ShiiAnn","",388,1
6,"I mean, maybe we're not telling ShiiAnn everything because we don't need her to know our strategies.","Jenna","Tribe","A Group",389,1
6,"Boston Rob, first time in a while, you haven't had that necklace around your neck.","Probst","Rob","",390,1
6,"You're a provider, very strong, seem to be a likeable guy.","Probst","Rob","",390,2
6,"Why not get rid of you while we have the opportunity?","Probst","Rob","",390,3
6,"What are you giving them ideas for, Jeff?","Rob","Probst","",391,1
6,"It had to have crossed your mind.","Probst","Rob","",392,1
6,"Of course.","Rob","Tribe","A Group",393,1
6,"Are you kidding me?","Rob","Tribe","A Group",393,2
6,"I'm sitting here, I won the first two immunities, I've been strong pretty much, I think, the whole game.","Rob","Tribe","A Group",393,3
6,"I'm definitely nervous tonight and I wish I had that necklace on.","Rob","Tribe","A Group",393,4
6,"On that note, it's time to vote.","Probst","Tribe","",394,1
6,"ShiiAnn, you have immunity.","Probst","ShiiAnn","",395,1
6,"I know you don't want to give it away, but I'll go ahead and ask.","Probst","ShiiAnn","",395,2
6,"No, Jeff, I'm not going to give it away.","ShiiAnn","Probst","",396,1
6,"You cannot vote for ShiiAnn.","Probst","Tribe","",397,1
6,"Everybody else is fair game.","Probst","Tribe","",397,2
6,"Let's vote.","Probst","Tribe","",397,3
6,"Amber, you're up.","Probst","Amber","",398,1
6,"Remember the little fight we had on day three, where I zipped my lip?","Rob","Camera","",399,1
6,"I've been waiting to do this for 27 days, so...","Rob","Camera","",399,2
6,"au revoir, adios, arrivederci, sayonara, or as we say in Boston, see you later.","Rob","Camera","",399,3
6,"I'll go tally the votes.","Probst","Tribe","",400,1
6,"Once the votes are read, the decision is final.","Probst","Tribe","",400,2
6,"The person voted out will be asked to leave the Tribal Council area immediately.","Probst","Tribe","",400,3
6,"I'll read the votes.","Probst","Tribe","",400,4
6,"First vote...","Probst","Tribe","",400,5
6,"Alicia.","Probst","Tribe","",400,6
6,"Alicia.","Probst","Tribe","",400,7
6,"Two votes Alicia.","Probst","Tribe","",400,8
6,"Rupert.","Probst","Tribe","",400,9
6,"Two votes Alicia, one vote Rupert.","Probst","Tribe","",400,10
6,"Alicia.","Probst","Tribe","",400,11
6,"Twelfth person voted out of Survivor: All-Stars, and the third member of our jury, Alicia.","Probst","Tribe","",400,12
6,"You need to bring me your torch.","Probst","Alicia","",401,1
6,"Well, somebody turned.","Alicia","Tribe","A Group",402,1
6,"I'd better not find out who it is.","Alicia","Tribe","A Group",402,2
6,"Alicia, the tribe has spoken.","Probst","Alicia","",403,1
6,"Well, ShiiAnn was very open tonight in sharing that she was treated with respect and honesty regarding her status in the tribe.","Probst","Tribe","",404,1
6,"Clearly, that doesn't apply to members of your own family of six, as Alicia never saw it coming.","Probst","Tribe","",404,2
6,"Nine days left, guys.","Probst","Tribe","",404,3
6,"Grab your torches.","Probst","Tribe","",404,4
6,"Go back to camp.","Probst","Tribe","",404,5
6,"Good night.","Probst","Tribe","",404,6
